time,time2,y,yh
11.375,4.458333333333333,23.03,24.711613975435757
11.416666666666666,4.5,24.64,24.073859044641875
11.458333333333334,4.541666666666667,26.12,24.433249723335912
11.5,4.583333333333333,26.71,25.635089224065137
11.541666666666666,4.625,27.64,25.87324737399188
11.583333333333334,4.666666666666667,28.24,25.6089403352291
11.625,4.708333333333333,29.18,26.162145229511005
11.666666666666666,4.75,28.7,25.106937405163546
11.708333333333334,4.791666666666667,28.37,26.055275341382618
11.75,4.833333333333333,27.97,25.25047576137149
11.791666666666666,4.875,25.35,22.35055941940027
11.833333333333334,4.916666666666667,23.96,20.148421479390745
11.875,4.958333333333333,22.75,20.148421479390755
